ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2
0.03,0.00,1.00,0.08,0.08,0.07,43.40,26.06,-59.73,0.00,0.00,1.00,0.08,0.03,0.08,94.16,21.53,-22.96
0.03,0.00,1.00,0.06,-0.04,0.05,43.40,26.06,-59.73,0.00,0.00,1.00,-0.02,-0.03,0.04,100.43,16.14,-27.53
0.03,0.00,1.00,0.02,0.02,0.08,29.57,37.79,-75.94,0.00,0.00,1.00,-0.03,-0.02,-0.02,100.43,16.14,-27.53
0.03,0.00,1.00,-0.10,0.12,-0.02,29.57,37.79,-75.94,0.00,0.00,1.00,-0.16,0.05,-0.01,100.43,16.14,-27.53
0.03,0.00,1.00,0.02,0.07,-0.01,29.57,37.79,-75.94,0.00,0.00,1.00,-0.07,0.05,0.01,100.43,23.33,-24.48
0.03,0.00,1.00,-0.04,0.10,-0.05,39.63,27.74,-62.97,0.00,0.00,1.00,-0.18,0.07,-0.01,100.43,23.33,-24.48
0.03,0.00,1.00,0.11,0.05,0.08,39.63,27.74,-62.97,0.00,0.00,1.00,-0.11,0.04,0.03,100.43,23.33,-24.48
0.03,0.00,1.00,0.01,0.13,0.07,39.63,27.74,-62.97,0.00,0.00,1.00,-0.09,0.07,0.03,83.71,16.14,-9.26
0.03,0.00,1.00,-0.06,0.17,-0.02,39.63,14.33,-50.01,0.00,0.00,1.00,-0.14,0.02,0.07,83.71,16.14,-9.26
0.03,0.00,1.00,0.02,0.10,-0.05,39.63,14.33,-50.01,0.00,0.00,1.00,-0.03,0.08,0.03,83.71,16.14,-9.26
0.03,0.00,1.00,-0.01,0.15,-0.04,39.63,14.33,-50.01,0.00,0.00,1.00,-0.05,0.12,0.06,85.80,25.13,-29.05
0.03,0.00,1.00,0.03,0.13,0.05,39.63,14.33,-50.01,0.00,0.00,1.00,-0.02,0.05,0.10,85.80,25.13,-29.05
0.03,0.01,1.00,-0.01,0.09,0.02,44.66,14.33,-37.04,0.00,0.00,1.00,-0.10,-0.06,0.14,85.80,25.13,-29.05
0.03,0.00,1.00,-0.06,0.11,0.02,44.66,14.33,-37.04,0.00,0.00,1.00,-0.04,0.01,0.02,85.80,25.13,-29.05
0.03,0.00,1.00,-0.01,0.14,-0.05,44.66,14.33,-37.04,0.00,0.00,1.00,-0.09,0.06,-0.02,81.62,21.53,-19.92
0.03,0.00,1.00,-0.05,0.08,0.03,29.57,21.03,-43.52,0.00,0.00,1.00,-0.10,0.02,0.02,81.62,21.53,-19.92
0.03,0.00,1.00,0.04,0.21,0.03,29.57,21.03,-43.52,0.00,0.00,1.00,-0.14,0.11,0.02,81.62,21.53,-19.92
0.03,0.00,1.00,-0.02,0.14,0.05,29.57,21.03,-43.52,0.00,0.00,1.00,-0.18,0.02,0.05,92.07,1.75,-21.44
0.03,0.00,1.00,-0.03,0.13,-0.05,33.34,12.65,-66.21,0.00,0.00,1.00,-0.09,0.08,0.01,92.07,1.75,-21.44
0.03,0.01,1.00,0.04,0.14,0.00,33.34,12.65,-66.21,0.00,0.00,1.00,-0.08,-0.03,-0.02,92.07,1.75,-21.44
0.03,0.00,1.00,-0.06,0.11,0.05,33.34,12.65,-66.21,0.00,0.00,1.00,-0.14,0.04,0.02,92.07,8.94,-30.57
0.03,0.00,1.00,-0.02,0.11,0.02,35.86,16.00,-40.28,0.00,0.00,1.00,-0.19,0.04,0.03,92.07,8.94,-30.57
0.03,0.00,1.00,0.00,0.10,-0.04,35.86,16.00,-40.28,0.00,0.00,1.00,-0.05,0.05,-0.02,92.07,8.94,-30.57
0.03,0.00,1.00,0.02,0.16,-0.07,35.86,16.00,-40.28,0.00,0.00,1.00,-0.14,0.05,0.01,100.43,19.73,-27.53
0.03,0.00,1.00,0.00,0.11,-0.03,39.63,34.44,-62.97,0.00,0.00,1.00,-0.11,-0.05,0.00,100.43,19.73,-27.53
0.03,0.00,1.00,-0.09,0.09,-0.10,39.63,34.44,-62.97,0.00,0.00,1.00,-0.13,-0.01,0.02,100.43,19.73,-27.53
0.03,0.00,1.00,0.03,0.14,-0.02,39.63,34.44,-62.97,0.00,0.00,1.00,-0.08,0.03,0.08,100.43,19.73,-27.53
0.03,0.00,1.00,-0.04,0.12,0.05,38.37,29.41,-46.76,0.00,0.00,1.00,-0.21,-0.01,0.02,87.89,16.14,-24.48
0.03,0.01,1.00,0.01,0.12,0.09,38.37,29.41,-46.76,0.00,0.00,1.00,-0.07,0.08,0.08,87.89,16.14,-24.48
0.03,0.00,1.00,-0.04,0.16,0.00,38.37,29.41,-46.76,0.00,0.00,1.00,-0.09,-0.03,-0.01,87.89,16.14,-24.48
0.03,0.00,1.00,-0.02,0.14,0.01,38.37,29.41,-46.76,0.00,0.00,1.00,-0.06,-0.02,0.05,104.62,12.54,-21.44
0.03,0.00,1.00,0.05,0.18,0.00,34.60,27.74,-56.49,0.00,0.00,1.00,-0.17,0.11,0.08,104.62,12.54,-21.44
0.03,0.00,1.00,-0.02,0.05,-0.03,34.60,27.74,-56.49,0.00,0.00,1.00,-0.08,0.03,0.04,104.62,12.54,-21.44
0.03,0.00,1.00,0.08,0.11,-0.09,34.60,27.74,-56.49,0.00,0.00,1.00,-0.27,-0.03,-0.01,94.16,-0.05,-29.05
0.03,0.00,1.00,0.02,0.13,-0.04,29.57,27.74,-69.45,0.00,0.00,1.00,-0.08,0.02,-0.01,94.16,-0.05,-29.05
0.03,0.01,1.00,-0.01,0.16,-0.03,29.57,27.74,-69.45,0.00,0.00,1.00,-0.11,0.05,-0.02,98.34,25.13,-16.87
0.03,0.00,1.00,-0.11,0.18,-0.03,43.40,2.59,-46.76,0.00,0.00,1.00,-0.08,0.10,0.00,98.34,25.13,-16.87
0.03,0.00,1.00,0.06,0.05,0.04,43.40,2.59,-46.76,0.00,0.00,1.00,-0.07,-0.02,0.02,98.34,25.13,-16.87
0.03,0.00,1.00,0.01,0.10,0.04,43.40,2.59,-46.76,0.01,0.00,1.00,-0.11,0.00,0.06,98.34,25.13,-16.87
0.03,0.00,1.00,-0.01,0.08,-0.01,43.40,2.59,-46.76,0.00,0.00,1.00,-0.04,0.11,-0.04,85.80,7.15,-32.09
0.03,0.00,1.00,0.00,0.10,0.06,30.83,26.06,-46.76,0.00,0.00,1.00,-0.11,0.07,-0.01,85.80,7.15,-32.09
0.03,0.00,1.00,0.05,0.12,-0.05,30.83,26.06,-46.76,0.00,0.00,1.00,-0.06,0.01,0.05,85.80,7.15,-32.09
0.03,0.00,1.00,0.02,0.05,-0.02,30.83,26.06,-46.76,0.00,0.00,1.00,-0.06,-0.01,0.03,87.89,12.54,-33.61
0.03,0.01,1.00,0.02,0.09,0.05,35.86,22.71,-33.80,0.00,0.00,1.00,-0.05,0.04,0.03,87.89,12.54,-33.61
0.03,0.00,1.00,-0.02,0.14,-0.03,35.86,22.71,-33.80,0.00,0.00,1.00,-0.12,0.13,0.05,87.89,12.54,-33.61
0.03,0.00,1.00,-0.06,0.13,-0.05,35.86,22.71,-33.80,0.00,0.00,1.00,-0.04,0.07,0.06,96.25,16.14,-15.35
0.03,0.00,1.00,-0.05,0.16,0.06,28.31,16.00,-53.25,0.00,0.00,1.00,-0.08,0.00,0.03,96.25,16.14,-15.35
0.03,0.00,1.00,-0.08,0.11,0.08,28.31,16.00,-53.25,0.00,0.00,1.00,-0.03,0.14,-0.01,96.25,16.14,-15.35
0.03,0.00,1.00,0.01,0.13,0.02,28.31,16.00,-53.25,0.00,0.00,1.00,-0.02,0.06,0.10,94.16,14.34,-19.92
0.03,0.01,1.00,-0.10,0.14,0.09,37.11,24.38,-56.49,0.00,0.00,1.00,-0.05,0.10,0.02,94.16,14.34,-19.92
0.03,0.00,1.00,-0.04,0.14,0.09,37.11,24.38,-56.49,0.00,0.00,1.00,-0.13,0.05,0.02,94.16,14.34,-19.92
0.03,0.00,1.00,0.08,0.14,0.08,37.11,24.38,-56.49,-0.00,-0.00,1.00,-0.04,0.11,0.05,94.16,14.34,-19.92
0.03,0.00,1.00,0.00,0.00,0.02,32.09,27.74,-75.94,0.00,0.00,1.00,-0.18,0.02,0.04,89.98,7.15,-22.96
0.03,0.01,1.00,0.02,0.14,0.01,32.09,27.74,-75.94,0.00,0.00,1.00,-0.13,0.02,0.11,89.98,7.15,-22.96
0.03,0.00,1.00,-0.07,0.13,0.07,32.09,27.74,-75.94,0.00,0.00,1.00,-0.05,0.05,0.02,89.98,7.15,-22.96
0.03,0.00,1.00,-0.02,0.13,-0.02,32.09,27.74,-75.94,0.00,0.00,1.00,-0.18,0.07,0.03,98.34,21.53,-22.96
0.03,0.00,1.00,-0.08,0.08,-0.05,37.11,14.33,-62.97,0.00,0.00,1.00,-0.04,0.03,-0.07,98.34,21.53,-22.96
0.03,0.00,1.00,0.00,0.12,-0.08,37.11,14.33,-62.97,0.00,0.00,1.00,-0.12,0.07,0.05,98.34,21.53,-22.96
0.03,0.00,1.00,0.02,0.14,-0.02,37.11,14.33,-62.97,0.00,0.00,1.00,-0.10,-0.02,-0.02,92.07,-5.44,-27.53
0.03,0.00,1.00,-0.03,0.04,-0.02,38.37,12.65,-79.18,0.00,0.00,1.00,-0.08,0.05,0.00,92.07,-5.44,-27.53
0.03,0.00,1.00,-0.04,0.19,0.02,38.37,12.65,-79.18,0.00,0.00,1.00,-0.06,0.05,-0.02,92.07,-5.44,-27.53
0.03,0.01,1.00,0.03,0.05,0.08,38.37,12.65,-79.18,0.01,0.00,1.00,-0.15,0.11,0.00,104.62,16.14,-27.53
0.03,0.00,1.00,-0.08,0.14,0.06,28.31,36.12,-53.25,0.00,0.00,1.00,-0.07,-0.02,0.02,104.62,16.14,-27.53
0.03,0.00,1.00,-0.02,0.08,0.02,28.31,36.12,-53.25,0.00,0.00,1.00,-0.17,0.09,0.04,104.62,16.14,-27.53
0.03,0.00,1.00,0.02,0.23,0.07,28.31,36.12,-53.25,0.00,0.00,1.00,-0.13,0.06,-0.02,104.62,16.14,-27.53
0.03,0.00,1.00,0.04,0.09,-0.08,39.63,27.74,-50.01,0.00,0.00,1.00,-0.07,0.05,0.00,87.89,19.73,-24.48
0.03,0.00,1.00,-0.03,0.07,-0.05,39.63,27.74,-50.01,0.00,0.00,1.00,-0.04,0.08,-0.03,87.89,19.73,-24.48
0.03,0.00,1.00,-0.02,0.10,-0.04,39.63,27.74,-50.01,0.00,0.00,1.00,-0.14,0.03,0.02,87.89,19.73,-24.48
0.03,0.01,1.00,0.00,0.15,0.00,39.63,27.74,-50.01,0.00,0.00,1.00,-0.09,0.04,-0.01,87.89,12.54,-24.48
0.03,0.01,1.00,-0.11,0.11,0.06,32.09,27.74,-50.01,0.00,0.00,1.00,-0.07,-0.03,0.11,87.89,12.54,-24.48
0.03,0.01,1.00,-0.11,0.08,-0.01,32.09,27.74,-50.01,0.00,0.00,1.00,-0.08,0.06,0.06,87.89,12.54,-24.48
0.03,0.00,1.00,0.01,0.16,0.02,32.09,27.74,-50.01,0.00,0.00,1.00,-0.05,0.06,0.02,87.89,23.33,-18.39
0.03,0.00,1.00,-0.09,0.13,0.02,35.86,26.06,-59.73,0.00,0.00,1.00,-0.08,0.06,0.08,87.89,23.33,-18.39
0.03,0.00,1.00,-0.02,0.13,0.07,35.86,26.06,-59.73,0.00,0.00,1.00,-0.05,0.02,0.08,87.89,23.33,-18.39
0.03,0.00,1.00,0.07,0.14,0.05,35.86,26.06,-59.73,0.00,0.00,1.00,-0.11,0.10,0.02,92.07,12.54,-24.48
0.03,0.01,1.00,0.02,0.17,0.01,29.57,37.79,-30.56,0.00,0.00,1.00,-0.13,0.03,0.08,92.07,12.54,-24.48
0.03,0.00,1.00,0.05,0.22,0.12,29.57,37.79,-30.56,0.00,0.00,1.00,-0.11,-0.02,0.01,92.07,12.54,-24.48
0.03,0.00,1.00,-0.02,0.11,0.04,29.57,37.79,-30.56,0.00,0.00,1.00,-0.12,0.09,-0.02,89.98,10.74,-26.00
0.03,0.00,1.00,0.05,0.05,0.01,34.60,21.03,-56.49,0.00,0.00,1.00,-0.12,0.07,-0.02,89.98,10.74,-26.00
0.03,0.00,1.00,0.04,0.14,0.09,34.60,21.03,-56.49,0.00,0.00,1.00,-0.12,0.01,0.01,89.98,10.74,-26.00
0.03,0.01,1.00,-0.07,0.16,-0.02,34.60,21.03,-56.49,0.00,0.00,1.00,-0.16,-0.01,0.09,87.89,5.35,-24.48
0.03,0.00,1.00,0.05,0.12,0.09,42.14,27.74,-75.94,0.00,0.00,1.00,-0.08,0.06,0.01,87.89,5.35,-24.48
0.03,0.00,1.00,0.03,0.08,-0.03,42.14,27.74,-75.94,0.00,0.00,1.00,-0.12,0.02,-0.03,87.89,5.35,-24.48
0.03,0.00,1.00,-0.08,0.08,-0.09,42.14,27.74,-75.94,0.00,0.00,1.00,-0.14,0.07,0.08,87.89,5.35,-24.48
0.03,0.00,1.00,0.05,0.11,0.01,42.14,27.74,-75.94,0.00,0.00,1.00,-0.14,0.05,0.06,98.34,-0.05,-29.05
0.03,0.00,1.00,-0.03,0.14,-0.02,29.57,24.38,-56.49,0.00,0.00,1.00,-0.11,-0.02,0.02,98.34,-0.05,-29.05
0.03,0.00,1.00,-0.04,0.18,0.07,29.57,24.38,-56.49,0.00,0.00,1.00,-0.10,0.06,0.07,98.34,-0.05,-29.05
0.03,0.00,1.00,-0.02,0.11,0.01,29.57,24.38,-56.49,0.00,0.00,1.00,-0.14,0.13,0.06,94.16,10.74,-22.96
0.03,0.01,1.00,-0.04,0.13,0.00,30.83,26.06,-53.25,0.00,0.00,1.00,-0.14,0.04,0.07,94.16,10.74,-22.96
0.03,0.01,1.00,-0.05,0.15,0.08,30.83,26.06,-53.25,0.00,0.00,1.00,-0.10,0.05,0.01,94.16,10.74,-22.96
0.03,0.00,1.00,-0.01,0.14,-0.08,30.83,26.06,-53.25,0.00,0.00,1.01,-0.11,0.06,-0.04,96.25,19.73,-30.57
0.03,0.00,1.00,0.02,0.15,0.05,28.31,22.71,-59.73,0.00,0.00,1.00,-0.15,0.05,-0.03,96.25,19.73,-30.57
0.03,0.00,1.00,-0.02,0.05,0.06,28.31,22.71,-59.73,0.00,0.00,1.00,-0.05,0.04,0.09,96.25,19.73,-30.57
0.03,0.01,1.00,-0.06,0.15,-0.02,28.31,22.71,-59.73,0.00,0.00,1.00,-0.05,-0.02,0.05,96.25,19.73,-30.57
0.03,0.00,1.00,-0.01,0.11,-0.03,30.83,26.06,-59.73,0.00,0.00,1.00,-0.09,0.01,-0.01,89.98,32.32,-22.96
0.03,0.00,1.00,-0.02,0.15,0.05,30.83,26.06,-59.73,0.00,0.00,1.00,-0.11,0.04,0.00,89.98,32.32,-22.96
0.03,0.00,1.00,0.02,0.15,0.05,30.83,26.06,-59.73,0.00,0.00,1.00,-0.16,0.08,0.04,89.98,32.32,-22.96
0.03,0.00,1.01,0.00,0.05,0.02,30.83,26.06,-59.73,0.00,0.00,1.00,-0.04,-0.05,0.00,85.80,10.74,-22.96
0.03,0.00,1.00,0.01,0.08,0.03,28.31,29.41,-66.21,0.00,0.00,1.00,-0.06,0.11,0.10,85.80,10.74,-22.96
0.03,0.01,1.00,0.00,0.06,0.05,28.31,29.41,-66.21,0.00,0.00,1.00,-0.10,0.06,0.00,85.80,10.74,-22.96
0.03,0.00,1.00,-0.02,0.02,-0.04,28.31,29.41,-66.21,0.00,0.00,1.00,-0.15,0.08,0.14,89.98,28.72,-22.96
0.03,0.00,1.00,0.01,0.05,0.00,34.60,27.74,-56.49,0.00,0.00,1.00,-0.10,0.01,-0.01,89.98,28.72,-22.96
0.03,0.01,1.00,-0.02,0.18,-0.03,34.60,27.74,-56.49,0.00,0.00,1.00,-0.09,-0.05,0.05,89.98,28.72,-22.96
0.03,0.00,1.00,0.02,0.12,0.04,34.60,27.74,-56.49,0.00,0.00,1.00,-0.13,0.14,0.05,98.34,7.15,-26.00
0.03,0.00,1.00,0.01,0.00,0.05,39.63,21.03,-24.07,0.00,0.00,1.00,-0.11,0.04,-0.03,98.34,7.15,-26.00
0.03,0.00,1.00,0.01,0.11,-0.02,39.63,21.03,-24.07,0.00,0.00,1.00,-0.08,0.09,0.03,98.34,7.15,-26.00
0.03,0.00,1.00,-0.07,0.12,-0.02,39.63,21.03,-24.07,0.00,-0.00,1.00,-0.06,0.03,0.08,89.98,14.34,-29.05
0.03,0.00,1.00,0.01,0.15,0.05,43.40,26.06,-27.32,0.00,0.00,1.00,-0.06,0.00,0.09,89.98,14.34,-29.05
0.03,0.01,1.00,-0.05,0.18,0.02,43.40,26.06,-27.32,0.00,-0.00,1.01,-0.08,0.13,0.02,89.98,14.34,-29.05
0.03,0.00,1.00,0.00,0.19,-0.04,43.40,26.06,-27.32,0.00,0.00,1.00,-0.11,0.00,0.05,89.98,10.74,-35.14
0.03,0.00,1.00,-0.05,0.23,0.05,35.86,22.71,-33.80,0.00,0.00,1.00,-0.09,0.04,0.10,89.98,10.74,-35.14
0.03,0.00,1.00,-0.02,0.11,0.05,35.86,22.71,-33.80,0.00,0.00,1.00,-0.11,0.04,0.06,89.98,10.74,-35.14
0.03,0.00,1.00,0.04,0.09,-0.02,35.86,22.71,-33.80,0.00,0.00,1.00,-0.10,0.04,0.02,89.98,10.74,-35.14
0.03,0.00,1.01,-0.05,0.12,-0.03,38.37,36.12,-66.21,0.00,0.00,1.00,-0.10,0.05,0.05,94.16,17.93,-22.96
0.03,0.00,1.00,0.02,0.11,-0.03,38.37,36.12,-66.21,0.00,0.00,1.00,-0.05,0.02,0.03,94.16,17.93,-22.96
0.03,0.00,1.00,0.02,0.13,-0.04,38.37,36.12,-66.21,0.00,0.00,1.00,-0.16,0.12,0.12,94.16,17.93,-22.96
0.03,0.00,1.00,0.00,0.13,0.04,38.37,36.12,-66.21,0.00,0.00,1.00,-0.07,0.13,-0.03,96.25,23.33,-24.48
0.03,0.00,1.00,0.05,0.10,0.03,44.66,27.74,-56.49,0.00,0.00,1.00,-0.08,0.10,0.11,96.25,23.33,-24.48
0.03,0.00,1.00,-0.01,0.14,0.03,44.66,27.74,-56.49,0.00,0.00,1.00,-0.18,0.09,-0.02,96.25,23.33,-24.48
0.03,0.00,1.00,0.01,0.21,-0.01,44.66,27.74,-56.49,0.00,0.00,1.00,-0.07,0.02,0.02,87.89,12.54,-30.57
0.03,0.00,1.00,-0.06,0.13,-0.02,35.86,32.76,-66.21,0.00,0.00,1.00,-0.15,0.02,0.08,87.89,12.54,-30.57
0.03,0.00,1.00,0.00,0.05,0.02,35.86,32.76,-66.21,0.00,0.00,1.00,-0.14,0.00,0.06,87.89,12.54,-30.57
0.03,0.00,1.00,0.01,0.14,-0.08,35.86,32.76,-66.21,0.00,0.00,1.00,-0.05,0.10,0.05,100.43,12.54,-27.53
0.03,0.00,1.00,-0.04,0.14,0.07,27.06,27.74,-75.94,0.00,0.00,1.00,-0.06,-0.07,0.05,100.43,12.54,-27.53
0.03,0.00,1.00,-0.02,0.15,-0.05,27.06,27.74,-75.94,0.00,0.00,1.00,-0.11,-0.04,0.09,100.43,12.54,-27.53
0.03,0.00,1.00,0.01,0.13,0.02,27.06,27.74,-75.94,0.00,0.00,1.00,-0.11,-0.03,-0.03,100.43,12.54,-27.53
0.03,0.00,1.01,0.00,0.07,0.00,38.37,32.76,-40.28,0.00,0.00,1.00,-0.12,0.07,0.04,83.71,12.54,-27.53
0.03,0.00,1.00,-0.01,0.16,0.01,38.37,32.76,-40.28,0.00,0.00,1.00,-0.17,0.05,0.06,83.71,12.54,-27.53
0.03,0.00,1.00,-0.08,0.14,0.11,38.37,32.76,-40.28,0.00,0.00,1.00,-0.11,0.06,0.02,83.71,12.54,-27.53
0.03,0.00,1.00,-0.01,0.11,-0.01,38.37,26.06,-14.35,0.00,0.00,1.00,-0.15,0.05,0.02,94.16,17.93,-26.00
0.03,0.00,1.00,-0.01,0.08,0.02,38.37,26.06,-14.35,0.00,0.00,1.00,-0.16,-0.08,-0.02,94.16,17.93,-26.00
0.03,0.00,1.00,-0.12,0.14,-0.06,38.37,26.06,-14.35,0.00,0.00,1.00,-0.07,0.08,0.02,94.16,17.93,-26.00
0.03,0.01,1.00,-0.02,0.11,-0.05,38.37,26.06,-14.35,0.00,-0.00,1.00,-0.04,0.01,-0.08,89.98,14.34,-26.00
0.03,0.00,1.00,0.02,0.14,-0.04,43.40,32.76,-46.76,0.00,0.00,1.00,-0.14,0.08,-0.02,89.98,14.34,-26.00
0.03,0.00,1.00,-0.05,0.11,-0.04,43.40,32.76,-46.76,0.00,0.00,1.00,-0.14,0.08,-0.05,89.98,14.34,-26.00
0.03,0.00,1.00,0.03,0.12,-0.02,43.40,32.76,-46.76,0.00,0.00,1.00,-0.11,0.06,0.05,98.34,14.34,-22.96
0.03,0.00,1.00,-0.06,0.12,0.02,44.66,31.09,-62.97,0.00,0.00,1.00,-0.16,0.09,0.02,98.34,14.34,-22.96
0.03,0.00,1.00,0.01,0.13,0.03,44.66,31.09,-62.97,0.00,0.00,1.00,-0.10,0.11,-0.01,98.34,14.34,-22.96
0.03,0.01,1.00,-0.07,0.10,-0.01,44.66,31.09,-62.97,0.00,0.00,1.00,-0.21,0.02,0.08,100.43,16.14,-21.44
0.03,0.00,1.00,-0.06,0.11,-0.03,44.66,31.09,-62.97,0.00,0.00,1.00,-0.17,0.12,0.03,100.43,16.14,-21.44
0.03,0.00,1.00,0.03,0.15,-0.01,44.66,31.09,-62.97,0.01,0.00,1.00,-0.10,0.02,-0.08,100.43,16.14,-21.44
0.03,0.00,1.00,-0.12,0.10,0.06,44.66,31.09,-62.97,0.00,0.00,1.00,-0.07,0.01,0.03,100.43,16.14,-21.44
0.03,0.00,1.00,-0.09,0.05,0.01,38.37,22.71,-20.83,0.00,-0.00,0.99,-0.20,-0.02,0.01,83.71,12.54,-24.48
0.03,0.00,1.00,-0.05,0.05,0.02,38.37,22.71,-20.83,0.00,0.00,1.00,-0.14,0.09,-0.07,83.71,12.54,-24.48
0.03,0.00,1.00,-0.05,0.14,0.02,38.37,22.71,-20.83,0.00,0.00,1.00,-0.09,0.09,-0.05,83.71,12.54,-24.48
0.04,0.00,1.00,0.02,0.15,0.02,38.37,22.71,-20.83,0.00,0.00,1.00,-0.05,-0.08,-0.08,108.80,12.54,-15.35
0.03,0.01,1.00,-0.10,0.19,0.01,42.14,17.68,-50.01,0.00,0.00,1.00,-0.18,-0.08,0.03,108.80,12.54,-15.35
0.03,0.00,1.00,0.02,0.14,0.10,42.14,17.68,-50.01,0.00,0.00,1.00,-0.17,0.11,0.02,108.80,12.54,-15.35
0.03,0.00,1.00,0.02,0.15,0.13,42.14,17.68,-50.01,0.00,0.00,1.00,-0.18,0.05,0.08,98.34,14.34,-19.92
0.03,0.01,1.00,-0.05,0.16,-0.01,44.66,31.09,-50.01,0.00,0.00,1.00,-0.10,-0.01,0.02,98.34,14.34,-19.92
0.03,0.00,1.00,0.01,0.14,0.10,44.66,31.09,-50.01,0.00,0.00,1.00,-0.14,0.06,0.08,98.34,14.34,-19.92
0.03,0.00,1.00,-0.08,0.11,-0.02,44.66,31.09,-50.01,0.00,0.00,1.00,-0.18,0.02,0.06,79.52,19.73,-18.39
0.03,0.01,1.00,-0.10,0.10,0.02,28.31,29.41,-79.18,0.00,0.00,1.00,-0.07,-0.03,0.08,79.52,19.73,-18.39
0.03,0.00,1.00,0.05,0.11,-0.01,28.31,29.41,-79.18,0.00,0.00,1.00,-0.18,0.08,-0.02,79.52,19.73,-18.39
0.03,0.00,1.00,0.05,0.09,0.02,28.31,29.41,-79.18,0.00,0.00,1.00,-0.09,-0.03,0.08,89.98,14.34,-26.00
0.03,0.00,1.00,0.00,0.08,-0.05,38.37,29.41,-46.76,0.00,0.00,1.00,-0.21,0.01,0.09,89.98,14.34,-26.00
0.03,0.00,1.00,0.01,0.09,-0.01,38.37,29.41,-46.76,0.00,0.00,1.00,-0.13,0.08,0.11,89.98,14.34,-26.00
0.03,0.00,1.00,-0.07,0.14,-0.02,38.37,29.41,-46.76,0.00,0.00,1.00,-0.13,0.01,0.06,89.98,14.34,-26.00
0.03,0.00,1.00,-0.03,0.12,0.02,38.37,29.41,-46.76,0.00,0.00,1.00,-0.05,0.01,0.04,94.16,17.93,-29.05
0.03,0.00,1.00,-0.02,0.14,0.04,34.60,14.33,-43.52,0.01,0.00,1.00,-0.08,-0.01,0.04,94.16,17.93,-29.05
0.03,0.00,1.00,0.05,0.11,0.08,34.60,14.33,-43.52,0.00,0.00,1.00,-0.18,0.11,-0.01,94.16,17.93,-29.05
0.03,0.00,1.00,-0.01,0.13,0.05,34.60,14.33,-43.52,0.00,0.00,1.00,-0.11,-0.02,-0.04,106.71,10.74,-19.92
0.03,0.00,1.00,-0.02,0.14,0.01,32.09,37.79,-43.52,0.00,0.00,1.00,-0.06,0.05,-0.03,106.71,10.74,-19.92
0.03,0.01,1.00,-0.06,0.08,-0.02,32.09,37.79,-43.52,0.00,0.00,1.00,-0.15,0.05,0.05,106.71,10.74,-19.92
0.03,0.01,1.00,-0.02,0.14,0.03,32.09,37.79,-43.52,0.00,0.00,1.00,-0.09,0.02,0.05,83.71,19.73,-24.48
0.03,0.00,1.00,0.11,0.14,0.02,39.63,27.74,-62.97,0.00,0.00,1.00,-0.02,0.02,0.03,83.71,19.73,-24.48
0.04,0.01,1.00,-0.05,0.07,0.08,39.63,27.74,-62.97,0.00,0.00,1.00,-0.14,0.08,0.04,83.71,19.73,-24.48
0.03,0.00,1.00,-0.04,0.12,-0.02,39.63,27.74,-62.97,0.00,0.00,1.00,-0.11,0.12,0.04,77.43,10.74,-19.92
0.03,0.00,1.01,0.02,0.10,0.11,33.34,22.71,-72.70,0.00,0.00,1.00,-0.03,0.05,-0.04,77.43,10.74,-19.92
0.03,0.01,1.00,0.02,0.09,-0.03,33.34,22.71,-72.70,0.00,0.00,1.00,-0.11,0.06,-0.03,77.43,10.74,-19.92
0.03,0.01,1.00,0.03,0.08,0.00,33.34,22.71,-72.70,0.00,0.00,1.00,0.01,0.07,0.05,77.43,10.74,-19.92
0.03,0.00,1.00,-0.11,0.08,0.01,44.66,10.97,-50.01,0.00,0.00,1.00,-0.05,-0.05,0.12,89.98,14.34,-29.05
0.03,0.00,1.00,-0.05,0.08,-0.03,44.66,10.97,-50.01,0.00,0.00,1.00,-0.18,-0.02,0.00,89.98,14.34,-29.05
0.03,0.01,1.00,0.01,0.05,-0.02,44.66,10.97,-50.01,0.00,0.00,1.00,-0.20,-0.06,0.11,89.98,14.34,-29.05
0.03,0.00,1.00,-0.11,0.08,-0.02,37.11,27.74,-56.49,0.00,0.00,1.00,-0.08,0.07,0.05,102.52,25.13,-32.09
0.03,0.00,1.00,-0.08,0.13,-0.02,37.11,27.74,-56.49,0.00,0.00,0.99,-0.11,0.08,0.08,102.52,25.13,-32.09
0.03,0.00,1.00,-0.03,0.17,0.01,37.11,27.74,-56.49,0.00,0.00,1.00,-0.12,0.04,0.13,102.52,25.13,-32.09
0.03,0.00,1.00,-0.06,0.15,0.00,37.11,27.74,-56.49,0.00,0.00,1.00,-0.05,0.05,0.03,110.89,21.53,-26.00
0.03,0.00,1.00,-0.07,0.20,-0.05,40.89,26.06,-46.76,0.00,0.00,1.00,-0.11,0.08,-0.02,110.89,21.53,-26.00
0.03,0.00,1.00,-0.02,0.05,0.02,40.89,26.06,-46.76,0.00,0.00,1.00,-0.16,-0.03,0.06,110.89,21.53,-26.00
0.03,0.00,1.00,0.00,0.12,0.02,40.89,26.06,-46.76,0.00,0.00,1.00,-0.10,0.11,0.04,85.80,7.15,-19.92
0.03,0.01,1.00,-0.04,0.14,-0.02,33.34,22.71,-53.25,0.00,0.00,1.00,-0.13,-0.01,0.08,85.80,7.15,-19.92
